nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
FIEMG Lab,"O FIEMG Lab é o Hub de Inovação Aberta entre indústrias e startups industriais do Brasil que tem como propósito acelerar o futuro da indústria para o aumento da competitividade por meio da inovação aberta com startups, possibilitando o desenvolvimento econômico de empreendedores, indústrias e ecossistemas de inovação mineiro. O Hub é uma iniciativa pioneira do Instituto Euvaldo Lodi (IEL/NRMG), no âmbito da Federação das Indústrias do Estado de Minas Gerais (FIEMG). 

Desde seu lançamento o FIEMG Lab alcançou significativos resultados na busca do desenvolvimento do ecossistema empreendedor industrial. Foram: 3 jornadas de aceleração realizadas, 200 startups aceleradas, 25 desafios de inovação lançados; Mais de mil profissionais da indústria envolvidos; Mais de 2700 encontros de negócios realizados; Mais de 60 provas de conceito entre startups e indústrias executadas com o apoio da equipe do FIEMG Lab; Mais de 3 milhões de reais executados em Provas de Conceito via hub; Mais de 40 milhões de reais gerados em novos negócios pelas startups junto a indústrias durante o período de aceleração.",Demais Organizações,,,,,,,,,,Hub de Inovação para Indústria,"FIEMG Lab 4.0 - Programa de Aceleração de Startups Industriais 
Challenge FIEMG Lab - Programa de Inovação Aberta com Novas Tecnologias 
Trilha de Aceleração da Indústria - Programa de Difusão do Mindset de Inovação na Indústria.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/763nHws9/image.png,https://fiemglab.com.br/,fiemglab@fiemglab.com.br, , , , , , , , , ,"FIEMG Lab 4.0 - Programa de Aceleração de Startups Industriais 
Challenge FIEMG Lab - Programa de Inovação Aberta com Novas Tecnologias 
Trilha de Aceleração da Indústria - Programa de Difusão do Mindset de Inovação na Indústria.",,,,,Não,,,,, 
Sucesu Minas Sociedade de Tecnologia da Informação e Comunicação de MG,"finalidade precípua de disseminar junto à comunidade assuntos relacionados a Tecnologia, o que fará por meio das seguintes ações:
I - Incentivar as relações entre usuários e fornecedores de produtos e serviços de Tecnologia;
II - Promover convênios entre os seus Associados, no sentido de possibilitar auxílio mútuo para produtos de Tecnologia e respectivos serviços, em caso de necessidades;
III - Amparar os interesses dos Associados perante os Poderes Públicos e quaisquer entidades de Direito Público ou Privado, visando a garantia de seus direitos e o desenvolvimento de suas atividades;
IV- Realizar e estimular os estudos relacionados com a utilização da Tecnologia;
V - Empreender e realizar, sozinha ou em conjunto com outras entidades, serviços que sejam de interesse dos Associados;
VI - Diligenciar no sentido de melhorar os métodos de administração e desenvolver as possibilidades de uso da Tecnologia de seus Associados;
VII - Estimular, mediante a divulgação dos benefícios, a utilização da Tecnologia por toda a sociedade;
VIII - Pugnar pela observância de alto nível ético entre os Associados no que tange ao relacionamento entre fornecedores e clientes, Estado e contribuintes e entre si, sem que, com isso, entretanto, importe em limitações à liberdade de cada um na administração de seus negócios;
IX - Promover estudos, palestras, cursos e eventos em geral, objetivando a difusão dos conhecimentos técnicos, científicos e culturais, alcançados no campo da Tecnologia;
X - Incentivar o desenvolvimento de pesquisas e apoiar iniciativas de pesquisas nas áreas de Tecnologia.
XI - Desenvolver pesquisas tecnológicas inovadoras, nas áreas da Tecnologia;
XII - Locação de espaço em eventos;
XIII - Elaborar, confeccionar e distribuir revista própria, bem como publicar anúncios e conferir selos de reconhecimento de qualidade;
XIV - Incentivar prioritariamente a população de baixa renda a utilizar a tecnologia, com uma visão ética, cidadã e de inovação social;
XV - Estimular e apoiar iniciativas que promovam a democratização da tecnologia; XVI - Promover campanhas públicas de doação de aplicativos e equipamentos de informática para serem utilizados na consecução de suas finalidades; XVII - Ceder em regime de comodato aplicativos e equipamentos de informática às entidades e instituições que promovam iniciativas apoiadas pela SUCESU MINAS; XVIII - Estimular a promoção do ser humano, contribuindo para a sua conscientização e defesa dos seus direitos;
XIX - Defesa, preservação e conservação do meio ambiente e promoção do desenvolvimento sustentável;
XX	- Promoção do voluntariado;
XXI - Experimentação, não-lucrativa, de novos modelos sócio-educativos e de sistemas alternativos de produção, comércio, emprego e crédito;",Demais Organizações,,,,,,,,,,Entidade promotora de empreendedorismo intensivo em tecnologia,"Eventos de promoção e networking para fortalecimento do ecossistema de tecnologia mineiro: Inforuso - Evento tradicional de tecnologia em MG, com 38 edições consecutivas; Desplug - Evento que proporciona uma experiência de imersão “offline” das ações habitualmente realizadas no dia a dia; Sucesu Saber - Eventos com ênfase na disseminação de conhecimento relacionado a temas emergentes da tecnologia e sociedade; Café com RH - Evento de tecnologia com temas voltados para o publico de RH; Experience e Café com Live - Eventos com conteúdos relevantes com os maiores líderes do mercado de tecnologia de MG",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/HxhK2yFF/versoes-logo-sucesu-minas-05-1.png,https://sucesuminas.org.br,relacionamento@sucesuminas.org.br, , , , , , , , , ,"Eventos de promoção e networking para fortalecimento do ecossistema de tecnologia mineiro: Inforuso - Evento tradicional de tecnologia em MG, com 38 edições consecutivas; Desplug - Evento que proporciona uma experiência de imersão “offline” das ações habitualmente realizadas no dia a dia; Sucesu Saber - Eventos com ênfase na disseminação de conhecimento relacionado a temas emergentes da tecnologia e sociedade; Café com RH - Evento de tecnologia com temas voltados para o publico de RH; Experience e Café com Live - Eventos com conteúdos relevantes com os maiores líderes do mercado de tecnologia de MG",,,,,Não,,,,, 
PUCTec,"O PUCTec é um HUB criado pela PUC Minas, no âmbito da sua Pró-reitoria de Pesquisa e de Pós-graduação, para formação, inovação e indução de novos negócios. Em sua primeira edição, o Programa Universal de Indução de Negócios do PUCTec, realizada em 2019, investiu mais R$ 3.000.000 para acelerar 40 startups de diferentes áreas do conhecimento, promovendo encontros, mentorias, consultorias de professores e pesquisadores para crescimento dessas empresas. Atualmente, a Universidade possui o direito de participação societária em 18 dessas 40 startups de 2019, sendo que algumas já se destacam no ecossistema de inovação de Minas Gerais. Em maio 2021, o PUCTec lançou uma nova modalidade de indução de negócios, o Programa PUCTec Indoor 2021. Este novo Programa, que vem completar o PUCTec Universal, tem como objetivo principal induzir projetos de alunos, professores/pesquisadores e funcionários da PUC Minas. Em sua primeira fase, o PUCTec Indoor 2021 vai selecionar 10 projetos para ajudar a equipe criar uma startup capaz de oferecer ao mercado um produto ou serviço ainda neste ano.",Demais Organizações,,,,,,,,,,Organizações de fomento,"O PUC Tec é uma iniciativa da PUC Minas que objetiva desempenhar o papel de um HUB na universidade, gerando inovação, formação e novos negócios induzidos junto ao ecossistema de empresas. Com a proposta, a PUC Minas pretende unir startups, que já experimentaram programas de incubação e aceleração, a grandes empresas, promovendo a inovação de alto impacto, que leve soluções para problemas significativos da sociedade. Desta forma, três programas distintos foram delineados: indução de negócios, geração de densidade e formação do empreendedor venture.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/T25tv1Qs/image.png,https://www.pucminas.br/puctec/Paginas/default.aspx,puctec@pucminas.br, , , , , , , , , ,"O PUC Tec é uma iniciativa da PUC Minas que objetiva desempenhar o papel de um HUB na universidade, gerando inovação, formação e novos negócios induzidos junto ao ecossistema de empresas. Com a proposta, a PUC Minas pretende unir startups, que já experimentaram programas de incubação e aceleração, a grandes empresas, promovendo a inovação de alto impacto, que leve soluções para problemas significativos da sociedade. Desta forma, três programas distintos foram delineados: indução de negócios, geração de densidade e formação do empreendedor venture.",,,,,Não,,,,, 
Lage e Oliveira Sociedade de Advogados,"Somos mais que um escritório de advocacia
Por aqui somos apaixonados por inovação e por resolver problemas!
Acreditamos que é preciso fazer diferente para alcançar resultados melhores indo além daqueles já alcançados. Portanto, não importa se a solução será jurídica ou não, se já foi feita ou não, o que importa que seja a melhor solução para a sua empresa!
Estamos no mercado há 05 anos, já tendo apoiado os mais diversos players do ecossistema de startups.",Demais Organizações,,,,,,,,,,Parceiro jurídico,"Mentorias, consultorias e assessorias jurídicas para startups e empresas de bate tecnológica.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/SKgzwwgg/Branco-com-fundo-azul.png,https://lageeoliveira.adv.br,lorena@lageeoliveira.adv.br, , , , , , , , , ,"Mentorias, consultorias e assessorias jurídicas para startups e empresas de bate tecnológica.",,,,,Não,,,,, 
Priscilla Moreira Consultoria e Desenvolvimento,"Trabalho com Consultoria em Gestão Estratégica, com focos em gestão da qualidade, estruturação organizacional, alinhamento estratégico, gestão de pessoas, gestão da cultura organizacional e desenvolvimento de liderança estratégica.
Tenho apoiado várias organizações no norte de Minas e na Grande BH a melhorarem seu desempenho e seus resultados, através da aplicação de técnicas, estratégias, ferramentas para inovação, melhoria, monitoramento e alavancagem dos negócios.",Demais Organizações,,,,,,,,,,"meio corporativo, qualquer segmento.","Consultoria em Gestão Estratégica
Coaching para líderes",,,,,,,,,Demais Organizações,Sim,Sim,Montes Claros,MG,https://i.postimg.cc/1zCJKPVw/ASSINATURA-OFICIAL.png,https://priscillamoreira.com/,priscillamoreira@priscillamoreira.com, , , , , , , , , ,"Consultoria em Gestão Estratégica
Coaching para líderes",,,,,Não,,,,, 
"Carvalho, Monteiro & Simões Advocacia","Escritório de advocacia especializado em Startups, Proteção de Dados e em Direito Empresarial",Demais Organizações,,,,,,,,,,Escritório de advocacia especializado em Startup,"Mentoria na área jurídica para investidores-anjo, incubadoras, aceleradoras e startups, visando mitigar problemas futuros com contratos mal elaborados ou ausentes, bem como elucidar dúvidas relacionadas ao campo jurídico.",,,,,,,,,Demais Organizações,Sim,Sim,São João del Rei,MG,https://i.postimg.cc/L5cqNNqz/50632944-2128610380785741-6648968828610936832-n.jpg,https://andremviannaadv.wixsite.com/cmscj,cms.cmsjuridico@gmail.com, , , , , , , , , ,"Mentoria na área jurídica para investidores-anjo, incubadoras, aceleradoras e startups, visando mitigar problemas futuros com contratos mal elaborados ou ausentes, bem como elucidar dúvidas relacionadas ao campo jurídico.",,,,,Não,,,,, 
RDMBIRDS,Criatorio virtual de pombos,Demais Organizações,,,,,,,,,,criatorio virtual,experiencia inedita,,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/6pwCCsX0/image.png,https://rodrigodinizmascarenhas.com.br,rodrigo@lalubema.com, , , , , , , , , ,experiencia inedita,,,,,Não,,,,, 
Patada! Studio,"Patada! é um estúdio independente de desenvolvimento de jogos de entreterimento, educativos e treinamento.

Fundada em 2018, um ano depois fomos indicados pelo BIG Festival 2019, o maior evento de games-indepentes da américa latina, para as categorias ""Melhor Jogo Brasileiro"" e ""Melhor Jogo Educativo"" com o projeto ""Fake News: Isto não é o Jogo"". No mesmo ano, conquistamos um edital de 250k para desenvolvimento de um jogo mobile, e um contrato internacional para desenvolvimento de jogo mobile/browser.",Demais Organizações,,,,,,,,,,Jogos Eletrônicos,"Jogos Eletrônicos de Entreterimento, Educativos e Treinamento, assim como Aplicativos Digitais",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/yx0tCMcC/image.png,https://patada.studio/,adler.castro@patada.studio, , , , , , , , , ,"Jogos Eletrônicos de Entreterimento, Educativos e Treinamento, assim como Aplicativos Digitais",,,,,Não,,,,, 
Zero 40,O Zero 40 é o ecossistema de startups de Juiz de Fora e região.,Demais Organizações,,,,,,,,,,Comunidade de startups,"Somos um hub de conexão entre os players, em parceria com a UFJF, sebrae e demais atores.",,,,,,,,,Demais Organizações,Sim,Sim,Juiz de Fora,MG,https://i.postimg.cc/L6VtT7w9/image.png,https://zero40.com.br/,tiago@tiagogouvea.com.br, , , , , , , , , ,"Somos um hub de conexão entre os players, em parceria com a UFJF, sebrae e demais atores.",,,,,Não,,,,, 
Inovatie,"Desenvolvimento e aplicação de metodologiase ferramentas para a promoção, engajamento, implantação e condução de iniciativas de Inovação Corporativa. ""One Stop Shop"" para a Gestão da Inovação com palestras, treinamentos e consultoria especializados.",Demais Organizações,,,,,,,,,,Serviços e Consultoria para a Gestão da Inovação,"1) Desenvolvimento e Implantação de estratégia e ferramentas para a Gestão da Inovação com suporte de plataforma digital
2) Suporte Decisório em todas as etapas do funil de inovação e projetos de melhoria contínua
3) Mapeamento e digitalização de processos corporativos e operacionais
4) Desenvolvimento de estratégias gerenciais para a transformação digital
5) Mapeamento de tendências tecnológicas em diversos setores empresariais",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/HsPDV0Dn/image.png,https://www.adrianoclary.com.br,adrianoclary@inovatie.com.br, , , , , , , , , ,"1) Desenvolvimento e Implantação de estratégia e ferramentas para a Gestão da Inovação com suporte de plataforma digital
2) Suporte Decisório em todas as etapas do funil de inovação e projetos de melhoria contínua
3) Mapeamento e digitalização de processos corporativos e operacionais
4) Desenvolvimento de estratégias gerenciais para a transformação digital
5) Mapeamento de tendências tecnológicas em diversos setores empresariais",,,,,Não,https://www.linkedin.com/company/inovatie/,,,, 
PJ Consultoria,"Somos uma Empresa Júnior da Escola de Engenharia da UFMG.
A partir do apoio da Escola de Engenharia da UFMG, juntamente a um amplo quadro de parceiros e Professores Orientadores de renome internacional, auxiliamos empresas de diversos setores a alcançarem os seus objetivos no mercado.

Nosso trabalho consiste na prestação de consultoria especializada em diferentes áreas dos processos mecânicos e produtivos de nossos clientes. Desenvolvemos projetos competitivos, com alto padrão de qualidade e que sejam vendáveis e executáveis dentro de cada setor de atuação.",Demais Organizações,,,,,,,,,,Empresa Júnior,"Projetos Mecânicos: Elaboração de desenhos técnicos, modelagens 3D, projetos conceituais.
Melhoria em processos de fabricação visando otimização dos processos e ganho de produtividade.
Plano de manutenção.
Segurança no trabalho através da adequação a Norma Regulamentadora 12.
Análise de estruturas.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/V6dLCgvP/PJ-consultoria-logo-01.png,https://pjufmg.com.br/,marketing@pjufmg.com.br, , , , , , , , , ,"Projetos Mecânicos: Elaboração de desenhos técnicos, modelagens 3D, projetos conceituais.
Melhoria em processos de fabricação visando otimização dos processos e ganho de produtividade.
Plano de manutenção.
Segurança no trabalho através da adequação a Norma Regulamentadora 12.
Análise de estruturas.",,,,,Não,,,,, 
earth brasil servicos ltda,"a Earth Brasil é detentora do programa rede de fazendas protegidas e disponibiliza em parceria com a policia militar em dezenas de cidades no estado de Minas Gerais. Temos o cadastro de mais de 1 milhão de produtores rurais no estado com mais de 390.000 propriedades mapeadas em 325 municipios. dispomos de serviço de telemarketing, contato via watsapp e app em sistema fechado de grupos por municipio (serviço em fase recente) , com botão d epãnico para acionar policia militar e a rede de produtores dentro de cada municipio. temos o marketplace, iniciando, já com algumas empresas parceiras, onde conectamos produtor rural com empresas para atender suas demandas.",Demais Organizações,,,,,,,,,,tecnologia de informação e marketplace,Rede de fazenda sprotegidas em parceria com a policia militar em dezenas de municipios de minas gerais,,,,,,,,,Demais Organizações,Sim,Sim,Uberlândia,MG,https://i.postimg.cc/N01xqVVz/image.png,https://www.earthbrasil.com.br,contato@earthbrasil.com.br, , , , , , , , , ,Rede de fazenda sprotegidas em parceria com a policia militar em dezenas de municipios de minas gerais,,,,,Não,,,,, 
A Guarda-Chuva,"A Guarda-Chuva é uma escola de empreendedorismo e inovação social que oferece formações, conexões e apoio para fortalecer o trabalho de empreendedores e iniciativas que cuidam de pessoas e do Planeta. As formações e eventos já somam mais de 3.000 pessoas atingidas diretamente e uma das formações com foco em gestão integrada e inovadora para ONG's já foi finalista do prêmio nacional Ozires Silva de Empreendedorismo Sustentável e ganhadora do prêmio Assis Chateaubriand 2019.",Demais Organizações,,,,,,,,,,"formação de empreendedores de impacto social, não só startups, mas P&MEs",". Formação em Empreendedorismo e Inovação Social: formação de 112 horas para empreendedores ou potenciais empreendedores sociais/sociambientais para criação e estruturação de negócios de impacto e modelos de negócio socioambientais. Primeira turma em andamento.

Formação Jornada Emancipa: formação em gestão integrada e inovadora para ONGs e cooperativas socioambientais, com 72 horas de duração. A Jornada Emancipa está sua dua 7ª turma e já atendeu mais de 70 pessoas de 35 organizações diferentes em Poços de Caldas.

Formação Artista Empreendedor: formação voltada para pessoas de diferentes áreas artísticas (teatro, dança, música, etc) que parte do princípio de que todo artista é um empreendedor. A formação visa trabalhar a gestão de carreira e potencializar os resultados da arte e cultura como instrumentos de impacto social.

Workshop ODS - Teoria e Prática: curso para apresentar os Objetivos do Desenvolvimento Sustentável, propostos pela ONU e alinhar o trabalho de empreendedores sociais locais a estas pautas.",,,,,,,,,Demais Organizações,Sim,Sim,Poços de Caldas,MG,https://i.postimg.cc/x8Cxgd1g/Logotipo-A-Guarda-Chuva.png,https://www.aguardachuva.com.br/,aguardachuva@gmail.com, , , , , , , , , ,". Formação em Empreendedorismo e Inovação Social: formação de 112 horas para empreendedores ou potenciais empreendedores sociais/sociambientais para criação e estruturação de negócios de impacto e modelos de negócio socioambientais. Primeira turma em andamento.

Formação Jornada Emancipa: formação em gestão integrada e inovadora para ONGs e cooperativas socioambientais, com 72 horas de duração. A Jornada Emancipa está sua dua 7ª turma e já atendeu mais de 70 pessoas de 35 organizações diferentes em Poços de Caldas.

Formação Artista Empreendedor: formação voltada para pessoas de diferentes áreas artísticas (teatro, dança, música, etc) que parte do princípio de que todo artista é um empreendedor. A formação visa trabalhar a gestão de carreira e potencializar os resultados da arte e cultura como instrumentos de impacto social.

Workshop ODS - Teoria e Prática: curso para apresentar os Objetivos do Desenvolvimento Sustentável, propostos pela ONU e alinhar o trabalho de empreendedores sociais locais a estas pautas.",,,,,Não,,,,, 
Camanho & Consultores,Consultoria em TI,Demais Organizações,,,,,,,,,,Consultoria em TI,Análise e Aplicação de Tecnologia Disruptivas em empresas,,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/Hxg3Cbxc/Camanho-LOGO-Completo.jpg,https://www.camanho.com.br/,camanho@camanho.com.br, , , , , , , , , ,Análise e Aplicação de Tecnologia Disruptivas em empresas,,,,,Não,,,,, 
SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE MINAS GERAIS,"O Centro de Inovação e Tecnologia SENAI FIEMG, CIT SENAI FIEMG, é uma unidade SENAI composta por um conjunto de Institutos de Inovação e Institutos de Tecnologia focados na competitividade industrial. Na prática, é um motor científico de classe mundial.
Essa foi a definição de um dos conselheiros do Governo Britânico, Sir Mark Wallport, em nota de agradecimento pela visita ao CIT em 2011. Não poderia ser diferente. O CIT tem um DNA da inovação.
Criado em 2011 a partir do Centro Tecnológico de Minas Gerais, CETEC, uma fundação pública estadual, o CIT SENAI FIEMG herda o histórico de desenvolvimento de pesquisa voltada à indústria. O Centro também nasce com o desafio de ampliar o atendimento industrial tanto em Minas quanto no Brasil e assume o compromisso de desenvolver a inovação e tecnologia de ponta em parceria com universidades e outros centros de pesquisa nacionais e internacionais
Com o financiamento do BNDES, apoio e consultoria da Fundação Alemã Fraunhofer e também do ITA, foram definidos os oito institutos que comporiam o Centro de Inovação e Tecnologia SENAI FIEMG. Os institutos estão divididos em duas categorias: Institutos SENAI de Inovação – ISI e Instituto SENAI de Tecnologia – IST.
Os ISIs são especializados em uma área de conhecimento transversal e atendem a diversos setores industriais em todo o território nacional. Os institutos são compostos por laboratórios concebidos para inovação, engenharia de alta complexidade e P&D.
Os ISTs são especializados em um setor industrial regional relevante. Os seus laboratórios são focados em atender às demandas de Serviços Técnicos e Tecnológicos, como pesquisa aplicada, desenvolvimento de produtos e processos, consultoria em processo produtivo e ensaios laboratoriais.
Soluções Integradas
Uma das principais características do CIT é sua formação integrada. Por dividirem o mesmo campus, mais de 120 mil m² e quase 30 mil m² de área construída, os institutos trabalham juntos por soluções inovadoras e, principalmente, específicas para cada desafio da indústria.",Demais Organizações,,,,,,,,,,"Instituição de Ensino, Pesquisa e Desenvolvimento Tecnologico","#EuParticipo: FIEMG cria mobilização para doação de respiradores
https://www7.fiemg.com.br/publicacoes-internas/coronav%C3%ADrus
CIT SENAI vai desenvolver ligas de alumínio inovadoras para o setor automotivo
CIT: um habitat de inovação - Unidade fecha parceria para criação do Centro de Inovação ArcelorMittal
CIT SENAI FIEMG promove curso em Rotulagem para produtos em origem animal
Recuperação ambiental de áreas mineradas na pauta do CIT
Centro de Inovação e Tecnologia recebeu o Workshop de Integração de Pesquisas em Recuperação de Áreas Degradadas da Vale",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/WztpgRcW/image.png,https://www7.fiemg.com.br/,CIT@FIEMG.COM.BR, , , , , , , , , ,"#EuParticipo: FIEMG cria mobilização para doação de respiradores
https://www7.fiemg.com.br/publicacoes-internas/coronav%C3%ADrus
CIT SENAI vai desenvolver ligas de alumínio inovadoras para o setor automotivo
CIT: um habitat de inovação - Unidade fecha parceria para criação do Centro de Inovação ArcelorMittal
CIT SENAI FIEMG promove curso em Rotulagem para produtos em origem animal
Recuperação ambiental de áreas mineradas na pauta do CIT
Centro de Inovação e Tecnologia recebeu o Workshop de Integração de Pesquisas em Recuperação de Áreas Degradadas da Vale",,,,,Não,,,,, 
Inovagencia,A Inovagencia é uma agência de inovação voltada a transformar empresas tradicionais em empresas inovativas. Desenvolvemos a inovação corporativa desde os modelos de negócios a processos e produtos.,Demais Organizações,,,,,,,,,,consultoria,"Desenvolvimento de novos modelos de negócio, inovação em produtos e processos auxiliando empresas tradicionais a implantarem soluções e cultura inovadora",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/k5rCG65p/image.png,https://www.inovagencia.com/,renatabarcelos.act@gmail.com, , , , , , , , , ,"Desenvolvimento de novos modelos de negócio, inovação em produtos e processos auxiliando empresas tradicionais a implantarem soluções e cultura inovadora",,,,,Não,,,,, 
conviva educação,educação e comunicação,Demais Organizações,,,,,,,,,,Organizações de fomento,Impato social e educacional,,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/d05JpXZp/conviva.png,https://conviva.com,renataperdigao.conviva@gmail.com, , , , , , , , , ,Impato social e educacional,,,,,Não,,,,, 
Hub MG,"O Hub MG é um projeto da Secretaria de Estado de Desenvolvimento Econômico de Minas Gerais (SEDE) que tem o objetivo de acelerar processos de inovação em empresas mineiras de médio e grande porte e em instituições públicas, promovendo a conexão de seus desafios com soluções tecnológicas de todo o mundo. O Hub MG auxilia essas organizações a se tornarem mais rápidas, eficientes e disruptivas através de soluções de base tecnológica. O Hub MG já atendeu a 29 empresas no Ciclo de Inovação Aberta com a realização de 33 testes de soluções tecnológicas.",Demais Organizações,,,,,,,,,,Empresas de médio e grande porto,"Ciclo de Inovação aberta - Processo de resolução de um desafio empresarial ou governamental através de sua conexão com soluções tecnológicas ao redor do mundo. O processo dura até 6 meses e é dividido em 4 etapas (Definição, Busca, Teste e Resultado).
Inspiration Day - Com o objetivo de disseminar a importância da cultura de inovação e da interação das empresas com as startups foi criado o Inspiration Day, um evento que atrai C-levels e diretores de médias e grandes empresas para ter rodadas de negócios com 6 startups disruptivas que tem podem ter intercessão com seus negócios.
Hub Conecta - Evento que tem como objetivo incentivar o contato de empresas com startups através de agendamento de reuniões de curta duração entre startups e representantes das empresas. Foram feitas 5 edições com 496 participantes, 2,9 mil solicitações de reunião e 303 negócios iniciados.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/tR2kcRLt/image.png,http://www.desenvolvimento.mg.gov.br/application/projetos/projeto/1071,thales.dias@hubmg.mg.gov.br, , , , , , , , , ,"Ciclo de Inovação aberta - Processo de resolução de um desafio empresarial ou governamental através de sua conexão com soluções tecnológicas ao redor do mundo. O processo dura até 6 meses e é dividido em 4 etapas (Definição, Busca, Teste e Resultado).
Inspiration Day - Com o objetivo de disseminar a importância da cultura de inovação e da interação das empresas com as startups foi criado o Inspiration Day, um evento que atrai C-levels e diretores de médias e grandes empresas para ter rodadas de negócios com 6 startups disruptivas que tem podem ter intercessão com seus negócios.
Hub Conecta - Evento que tem como objetivo incentivar o contato de empresas com startups através de agendamento de reuniões de curta duração entre startups e representantes das empresas. Foram feitas 5 edições com 496 participantes, 2,9 mil solicitações de reunião e 303 negócios iniciados.",,,,,Não,,,,, 
