nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS (IFSEMG)","Instituto Federal de Educação, Ciência e Tecnologia Pública Federal EAD - Superior / Presencial - Superior",ICT | IES | Centro de P&D,,,,"Instituto Federal de Educação, Ciência e Tecnologia",,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, ,www.ifsudestemg.edu.br,gabinete@ifsudestemg.edu.br, , , ,"Instituto Federal de Educação, Ciência e Tecnologia", , , , , ,,,,,,Não,,,,, 
INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI (FENORD),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Teófilo Otoni,MG, ,www.fenord.edu.br,gustavo@fenord.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS (IESMIG),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sabinópolis,MG, ,http://www.iesmig.com,contato@iesmig.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Instituto de Ensino Superior Agostiniano CASA GAIA,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Contagem,MG, , ,gustavohenrique.adv@hotmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO (SIGLA IESLA),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.iesla.com.br,presidencia@iesla.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE,Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, ,www.asmecpa.com.br,asmec@asmec.br; administracao@asmec.br; cheizetoledo@asmec.br; sandrapontes@asmec.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR (IBHES),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, , ,pigeral@unip.br;pigeral2020@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Fundação Dom Cabral,Instituição Especialmente Credenciada para oferta de cursos lato sensu Privada sem fins lucrativos EAD - Lato-sensu,ICT | IES | Centro de P&D,,,,Instituição Especialmente Credenciada para oferta de cursos lato sensu,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nova Lima,MG,https://i.postimg.cc/nLXS0YK5/image.png,http://www.fdc.org.br,atendimento@fdc.org.br, , , ,Instituição de Ensino Superior, , , , , ,,,,201-500 funcionários,,Não,https://www.linkedin.com/school/funda%C3%A7%C3%A3o-dom-cabral/,,,, 
Fundação Dom Cabral,Instituição Especialmente Credenciada para oferta de cursos lato sensu Privada sem fins lucrativos EAD - Lato-sensu,ICT | IES | Centro de P&D,,,,Instituição Especialmente Credenciada para oferta de cursos lato sensu,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nova Lima,MG, ,www.fdc.org.br,secretaria@fdc.org.br, , , ,Instituição Especialmente Credenciada para oferta de cursos lato sensu, , , , , ,,,,,,Não,,,,, 
Fundação Dom Cabral - Ensino Superior (FDC),Faculdade Privada sem fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nova Lima,MG, , ,carla.arruda@fdc.org.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Favenorte de Porteirinha (FAVEPORT),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Porteirinha,MG, ,www.favenorte.com.br,oscarlteixeira@hotmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Fasul Educacional EaD (FASUL EDUCACIONAL),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Lourenço,MG, ,https://www.fasuleducacional.edu.br,direcaogeral@fasuleducacional.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Santa Rita do Sapucaí,MG, ,www.fai-mg.br,fai@fai-mg.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACUMINAS Faculdade (FACUMINAS),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,www.facuminasead.com.br,pedagogico@facuminas.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdades Unificadas de Leopoldina (FUL),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Leopoldina,MG, ,www.doctum.edu.br,diretoria@doctum.com.br; morgana@doctum.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdades Unificadas de Cataguases (FUC),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Cataguases,MG, ,www.doctum.edu.br,diretoria@doctum.edu.br; morgana@doctum.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdades Integradas Zona da Mata (FIZM),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, , ,regulatorio.soberana@faculdadesoberana.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES INTEGRADAS VIANNA JÚNIOR (FIVJ),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, ,www.vianna.edu.br,analistaeducacional@vianna.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES INTEGRADAS DE CATAGUASES (FIC),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Cataguases,MG, ,www.unis.edu.br,p.institucional@unis.edu.br;marcelof@unis.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES INTEGRADAS ASMEC (ASMEC),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ouro Fino,MG, ,www.asmec.br,asmec@asmec.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS (FADMINAS),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Lavras,MG, ,www.fadminas.org.br,secretaria.geral@fadminas.org.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES DOCTUM DE IPATINGA,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ipatinga,MG, ,www.doctum.edu.br,diretoria@doctum.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES DOCTUM DE CARATINGA (DOCTUM ),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Caratinga,MG, ,www.doctum.edu.br,diretoria@doctum.edu.br; morgana@doctum.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdades de Inovação e Tecnologia de Minas Gerais (FIT MG),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Passos,MG, , ,fabio.kallas@hotmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADES ASSOCIADAS DE UBERABA - FAZU (FAZU),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,www.fazu.br,fazu@fazu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade XP Educação - IGTI (XPE),Faculdade Privada com fins lucrativos EAD - Superior / EAD - Lato-sensu / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,http://www.xpeducacao.com.br/,guilherme.cavalieri@igti.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Woli,Faculdade Privada com fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Araxá,MG, ,www.fgw.woli.edu.br,gabriela.carneiro@faculdadewoli.com.br;winicius.pereira@woli.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE WENCESLAU BRAZ,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itajubá,MG, ,http://www.fwb.edu.br,fwb@fwb.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE VERDE NORTE (FAVENORTE),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Mato Verde,MG, ,www.favenorte.com.br,favenorte@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE VALE DO GORUTUBA (FAVAG),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nova Porteirinha,MG, ,www.favag.edu.br,maisaalmeidasouza@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Uriel de Almeida Leitão,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Caratinga,MG, ,www.doctum.edu.br,diretoria@doctum.edu.br; morgana@doctum.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SETE LAGOAS,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, , ,ddi@kroton.com.br; danielle.fnonato@cogna.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE UNIS SÃO LOURENÇO,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Lourenço,MG, ,unis.edu.br,p.institucional@unis.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE UNIS POUSO ALEGRE,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, , ,p.institucional@unis.edu.br;marcelof@unis.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Uninassau Belo Horizonte,Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.univeritas.edu.br,emec@sereducacional.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE UNIMED,Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.faculdadeunimed.edu.br,nataliachaves@faculdadeunimed.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Única de Ipatinga (FUNIP),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ipatinga,MG, ,funip.faculdadeunica.com.br,diretoriaexecutiva@faculdadeunica.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE UNIBRASÍLIA DE MINAS GERAIS (BRASÍLIA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,faculdadeunibrasilia.com.br/uberaba,aivinis@brasiliaeducacional.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE UNIBRASÍLIA DE CIÊNCIAS ECONÔMICAS DE MINAS GERAIS (BRASÍLIA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,faculdadeunibrasilia.com.br/uberaba,aivinis@brasiliaeducacional.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Una de Sete Lagoas (Unaset),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,www.una.br,regulatorio@animaeducacao.com.br;reitoria@una.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Una de Pouso Alegre (Una PousoAlegre),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Una de Itabira (Una),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabira,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade UNA de Divinópolis (Una Divinopolis),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Divinópolis,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade UNA de Conselheiro Lafaiete,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conselheiro Lafaiete,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
"Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem (FAESSA)",Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.uniessa.com.br,procurador.institucional@uniessa.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Trilógica Keppe & Pacheco (Keppe & Pacheco),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Cambuquira,MG, ,www.fatri.edu.br,claudiapacheco@keppepacheco.org, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE TRÊS PONTAS (FATEP),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Três Pontas,MG, ,www.unis.edu.br,p.institucional@unis.edu.br;marcelof@unis.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE TECSOMA (FATEC),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Paracatu,MG, ,www.tecsoma.br,angelica@icesp.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE TECNOLÓGICA INAP (FAT- INAP),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.faculdadeinap.edu.br,tulio@inap.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Supremo (Supremo),Faculdade Privada com fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.idde.com.br,frederico@supremoconcursos.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE SUDAMÉRICA (SUDAMÉRICA),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Cataguases,MG, ,www.sudamerica.edu.br,sudamerica@sudamerica.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE SETE LAGOAS (FACSETE),Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,www.facsete.edu.br,gestaofinanceira@facsete.edu.br;ivanandrade@facsete.edu.br;regulatorio@facsete.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
